year,country,iso,value,note,source
2017,Saudi Arabia,SAU,59.497,,Communication and Information Technology Commission (CITC)
2018,Saudi Arabia,SAU,78.4838,,Communication and Information Technology Commission
2019,Saudi Arabia,SAU,84.5294,,Communications andI nformation Technology Commision
2020,Saudi Arabia,SAU,87.1347,,Communications andI nformation Technology Commision
2017,Austria,AUT,76.4681,,Statistics Austria
2014,Brazil,BRA,70.7595,,NIC.br
2016,Brazil,BRA,76.2379,,NIC.br
2017,Brazil,BRA,70.7088,,NIC.br
2018,Brazil,BRA,72.4797,,NIC.br
2019,Brazil,BRA,76.6041,,NIC.br
2020,Brazil,BRA,74.1933,,NIC.br
2014,Botswana,BWA,77.2957,,Statistics Botswana
2016,Bulgaria,BGR,61.2564,,National Statistical Institute
2017,Bulgaria,BGR,78.5756,,National Statistical Institute
2019,Côte d'Ivoire,CIV,86.6519,,ARTCI
2016,Cyprus,CYP,50.2238,,STATISTICAL SERVICE OF CYPRUS
2017,Denmark,DNK,71.5413,,Statistics Denmark 
2014,Egypt,EGY,25.9326,,Ministry of Communications and Information Technology
2015,Egypt,EGY,23.2362,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2016,Egypt,EGY,25.8124,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2017,Egypt,EGY,48.2591,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2018,Egypt,EGY,54.2416,,Ministry of Communications and Information Technology
2019,Egypt,EGY,57.6379,,Ministry of Communications and Information Technology
2020,Egypt,EGY,58.284,,Ministry of Communications and Information Technology
2017,Hungary,HUN,64.9308,,Hungarian Central Statistical Office
2015,Iran (Islamic Republic of),IRN,59.4812,,Statistical Centre of Iran
2017,Iran (Islamic Republic of),IRN,78.4551,,Statistical Centre of Iran
2017,Jamaica,JAM,77.0326,,Statistical Institute of Jamaica
2017,Kuwait,KWT,89.7959,,comminucations and information technology regulatory authority
2020,Kuwait,KWT,88.1169,,Communication and Information Technology Regulatory Authority
2017,Luxembourg,LUX,63.9736,,Statec Luxembourg
2017,Latvia,LVA,49.3156,,Central Statistical Bureau of Latvia
2017,"Macao, China",MAC,91.472,,Statistics and Census Service
2014,Mexico,MEX,19.8465,,Instituto Nacional de Estadística y Geografía (INEGI)
2015,Mexico,MEX,47.793,,Instituto Nacional de Estadística y Geografía (INEGI)
2016,Mexico,MEX,67.746,,Instituto Nacional de Estadística y Geografía (INEGI)
2017,Mexico,MEX,73.1259,,Instituto Nacional de Estadística y Geografía (INEGI)
2018,Mexico,MEX,78.5041,,Instituto Nacional de Estadística y Geografía (INEGI)
