year,country,iso,value,note,source
2005,Aruba,ABW,90,,
2006,Aruba,ABW,99,,
2007,Aruba,ABW,99,,
2008,Aruba,ABW,99,,
2015,Aruba,ABW,99,,ITU estimate
2019,Aruba,ABW,99,,ITU estimate.
2020,Aruba,ABW,99,,ITU estimate.
2007,Afghanistan,AFG,72,,Ministry of Communications & Information Technology
2008,Afghanistan,AFG,75,,Ministry of Communications & Information Technology
2009,Afghanistan,AFG,80,,ITU estimate.
2010,Afghanistan,AFG,80,,ITU estimate.
2011,Afghanistan,AFG,85,,Ministry of Communications & Information Technology
2012,Afghanistan,AFG,88,Over 88%,Afghanistan Telecommunications Regulatory Authority (ATRA) 
2013,Afghanistan,AFG,88.6,,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology"
2014,Afghanistan,AFG,89,,"Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology"
2015,Afghanistan,AFG,89.2,,Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT)
2016,Afghanistan,AFG,89.4,,Afghanistan Telecom Regulatory Authority
2017,Afghanistan,AFG,90,,Afghanistan Telecom Regulatory Authority
2018,Afghanistan,AFG,90,,Afghanistan Telecommunication Regulatory Authority.
2019,Afghanistan,AFG,90,,Afghanistan Telecommunication Regulatory Authority.
2020,Afghanistan,AFG,90,,Afghanistan Telecommunication Regulatory Authority.
1996,South Africa,ZAF,80,,
1997,South Africa,ZAF,80,,
1998,South Africa,ZAF,80,,
1999,South Africa,ZAF,80,,
2000,South Africa,ZAF,92,,
2001,South Africa,ZAF,93,,
2002,South Africa,ZAF,95.1,,
2003,South Africa,ZAF,96,,
2004,South Africa,ZAF,96,,
2005,South Africa,ZAF,96,,
2006,South Africa,ZAF,97.1,,
2007,South Africa,ZAF,99.79,,
2008,South Africa,ZAF,99.79,,
2009,South Africa,ZAF,99.79,,
2010,South Africa,ZAF,99.79,,
2011,South Africa,ZAF,99.79,,
2012,South Africa,ZAF,99.79,,
2013,South Africa,ZAF,99.79,,
2014,South Africa,ZAF,99.9,this question is supposed to specify technology type as it could be subject to interpretation,Independent Communications Authority of South Africa
2015,South Africa,ZAF,99.9,,Independent Communications Authority of South Africa
2016,South Africa,ZAF,99.6,,Independent Communication Authority of South Africa
