year,country,iso,value,note,source
2017,Saudi Arabia,SAU,Joint program or committee,,
2017,Australia,AUS,There are no mechanisms in place,,
2020,Australia,AUS,Other,,
2017,Brazil,BRA,Joint program or committee,,
2018,Brazil,BRA,Joint program or committee,,
2019,Brazil,BRA,Joint program or committee,,
2020,Brazil,BRA,Joint program or committee,,
2019,Benin,BEN,Informal coordination of enforcement action,,
2020,Benin,BEN,Informal coordination of enforcement action,,
2017,Burkina Faso,BFA,Other,,
2018,Myanmar,MMR,Other,,
2019,Myanmar,MMR,Other,,
2018,China,CHN,Informal coordination of enforcement action,,
2019,China,CHN,Informal coordination of enforcement action,,
2020,China,CHN,Informal coordination of enforcement action,,
2019,Sri Lanka,LKA,Informal coordination of enforcement action,,
2019,Cameroon,CMR,Collaboration is required by law or in the mandate of the regulator/s,,
2020,Cameroon,CMR,Collaboration is required by law or in the mandate of the regulator/s,,
2018,Congo (Rep. of the),COG,There are no mechanisms in place,,
2019,Congo (Rep. of the),COG,There are no mechanisms in place,,
2017,Costa Rica,CRI,There are no mechanisms in place,,
2017,Spain,ESP,Informal coordination of enforcement action,,
2020,Egypt,EGY,Joint program or committee,,
2017,Estonia,EST,Informal coordination of enforcement action,,
2018,Estonia,EST,Informal coordination of enforcement action,,
2019,Estonia,EST,Informal coordination of enforcement action,,
2020,Estonia,EST,Informal coordination of enforcement action,,
2017,France,FRA,Other,,
2018,France,FRA,Other,,
2019,France,FRA,Other,,
2020,France,FRA,Other,,
2017,Guatemala,GTM,There are no mechanisms in place,,
2018,Guatemala,GTM,There are no mechanisms in place,,
2019,Guatemala,GTM,There are no mechanisms in place,,
2020,Guatemala,GTM,Informal coordination of enforcement action,,
2019,Croatia,HRV,Informal coordination of enforcement action,,
2020,Croatia,HRV,Informal coordination of enforcement action,,
2019,India,IND,Joint program or committee,,
2020,India,IND,Joint program or committee,,
2018,Indonesia,IDN,Other,,
2018,Iran (Islamic Republic of),IRN,Informal coordination of enforcement action,,
2019,Iran (Islamic Republic of),IRN,Informal coordination of enforcement action,,
2020,Iran (Islamic Republic of),IRN,Informal coordination of enforcement action,,
2018,Iraq,IRQ,Other,,
2017,Kuwait,KWT,There are no mechanisms in place,,
2017,Latvia,LVA,Other,,
2018,Latvia,LVA,Other,,
2019,Latvia,LVA,Other,,
2020,Latvia,LVA,Other,,
2019,Malaysia,MYS,Informal coordination of enforcement action,,
2020,Malaysia,MYS,Informal coordination of enforcement action,,
2019,Nigeria,NGA,Joint program or committee,,
2020,Nigeria,NGA,Joint program or committee,,
2020,Pakistan,PAK,Other,,
2018,Philippines,PHL,Other,,
2019,Philippines,PHL,Other,,
2020,Philippines,PHL,Collaboration is required by law or in the mandate of the regulator/s,,
2017,Sudan,SDN,Joint program or committee,,
2020,Senegal,SEN,Other,,
2019,Solomon Islands,SLB,Collaboration is required by law or in the mandate of the regulator/s,,
2017,Suriname,SUR,There are no mechanisms in place,,
2019,Chad,TCD,Informal coordination of enforcement action,,
2018,Thailand,THA,Informal coordination of enforcement action,,
2019,Thailand,THA,Informal coordination of enforcement action,,
2020,Thailand,THA,Informal coordination of enforcement action,,
2020,Tonga,TON,Joint program or committee,,
2018,Tunisia,TUN,Informal coordination of enforcement action,,
2019,Tunisia,TUN,Informal coordination of enforcement action,,
2020,Tunisia,TUN,Informal coordination of enforcement action,,
2020,Ukraine,UKR,Informal coordination of enforcement action,,
2020,Uruguay,URY,There are no mechanisms in place,,
2020,Viet Nam,VNM,Collaboration is required by law or in the mandate of the regulator/s,,
2018,Georgia,GEO,Other,,
2019,Georgia,GEO,Other,,
2020,Kyrgyzstan,KGZ,"Memorandum of understanding, cooperation protocol or agreement",,
2020,Slovakia,SVK,Collaboration is required by law or in the mandate of the regulator/s,,
