year,country,iso,value,note,source
2018,Afghanistan,AFG,Yes,,
2019,Afghanistan,AFG,Yes,,
2020,Afghanistan,AFG,Yes,,
2021,Afghanistan,AFG,Yes,,
2015,South Africa,ZAF,Yes,,
2020,Angola,AGO,Yes,,
2021,Angola,AGO,Yes,,
2016,Albania,ALB,No,,
2017,Albania,ALB,No,,
2020,Albania,ALB,Yes,,
2021,Albania,ALB,Yes,,
2015,Algeria,DZA,Yes,,
2016,Algeria,DZA,Yes,,
2017,Algeria,DZA,Yes,,
2018,Algeria,DZA,Yes,,
2021,Algeria,DZA,Yes,,
2015,Andorra,AND,Yes,,
2018,Andorra,AND,No,,
2021,Andorra,AND,Yes,,
2016,Argentina,ARG,Yes,,
2017,Argentina,ARG,Yes,,
2018,Argentina,ARG,Yes,,
2019,Argentina,ARG,Yes,,
2020,Argentina,ARG,Yes,,
2021,Argentina,ARG,Yes,,
2015,Armenia,ARM,No,,
2016,Armenia,ARM,No,,
2017,Armenia,ARM,No,,
2018,Armenia,ARM,No,,
2019,Armenia,ARM,No,,
2020,Armenia,ARM,No,,
2021,Armenia,ARM,No,,
2015,Saudi Arabia,SAU,No,,
2016,Saudi Arabia,SAU,No,,
2017,Saudi Arabia,SAU,No,,
2018,Saudi Arabia,SAU,No,,
2019,Saudi Arabia,SAU,No,,
2020,Saudi Arabia,SAU,No,,
2021,Saudi Arabia,SAU,No,,
2016,Australia,AUS,No,,
2015,Austria,AUT,Yes,,
2016,Austria,AUT,No,,
2017,Austria,AUT,No,,
2018,Austria,AUT,No,,
2019,Austria,AUT,No,,
2020,Austria,AUT,No,,
2021,Austria,AUT,No,,
2015,Azerbaijan,AZE,No,,
2016,Azerbaijan,AZE,No,,
2017,Azerbaijan,AZE,No,,
2018,Azerbaijan,AZE,No,,
2019,Azerbaijan,AZE,No,,
2020,Azerbaijan,AZE,No,,
2015,Brazil,BRA,Yes,,
2017,Brazil,BRA,Yes,,
2018,Brazil,BRA,Yes,,
2019,Brazil,BRA,Yes,,
2020,Brazil,BRA,Yes,,
2021,Brazil,BRA,Yes,,
2015,Bahamas,BHS,No,,
2017,Bahamas,BHS,No,,
2018,Bahamas,BHS,No,,
2015,Burundi,BDI,Yes,,
2018,Burundi,BDI,Yes,,
2019,Burundi,BDI,Yes,,
2020,Burundi,BDI,Yes,,
2021,Burundi,BDI,Yes,,
2015,Belgium,BEL,Yes,,
2015,Benin,BEN,Yes,,
2016,Benin,BEN,Yes,,
2017,Benin,BEN,Yes,,
2019,Benin,BEN,Yes,,
2020,Benin,BEN,Yes,,
2021,Benin,BEN,No,,
2015,Burkina Faso,BFA,Yes,,
2017,Burkina Faso,BFA,Yes,,
2018,Belize,BLZ,Yes,,
2015,Bolivia (Plurinational State of),BOL,Yes,,
2020,Bolivia (Plurinational State of),BOL,Yes,,
2021,Bolivia (Plurinational State of),BOL,Yes,,
2018,Barbados,BRB,No,,
2017,Myanmar,MMR,Yes,,
2018,Myanmar,MMR,Yes,,
2019,Myanmar,MMR,Yes,,
2020,Myanmar,MMR,Yes,,
2021,Myanmar,MMR,Yes,,
2015,Brunei Darussalam,BRN,No,,
2016,Brunei Darussalam,BRN,No,,
2017,Brunei Darussalam,BRN,No,,
2018,Brunei Darussalam,BRN,No,,
2019,Brunei Darussalam,BRN,No,,
2020,Brunei Darussalam,BRN,No,,
2021,Brunei Darussalam,BRN,No,,
2015,Bulgaria,BGR,No,,
2015,Canada,CAN,Yes,,
2016,Canada,CAN,Yes,,
2017,Canada,CAN,Yes,,
2018,Canada,CAN,Yes,,
2020,Canada,CAN,Yes,,
2015,Cambodia,KHM,Yes,,
2016,Cambodia,KHM,Yes,,
2017,Cambodia,KHM,Yes,,
2018,Cambodia,KHM,Yes,,
2019,Cambodia,KHM,Yes,,
2020,Cambodia,KHM,Yes,,
2021,Cambodia,KHM,Yes,,
2016,Chile,CHL,Yes,,
2017,Chile,CHL,Yes,,
2018,Chile,CHL,Yes,,
2015,Colombia,COL,Yes,,
2016,Colombia,COL,Yes,,
2017,Colombia,COL,Yes,,
2018,Colombia,COL,Yes,,
2019,Colombia,COL,Yes,,
2020,Colombia,COL,Yes,,
2021,Colombia,COL,Yes,,
2016,Sri Lanka,LKA,No,,
2017,Sri Lanka,LKA,No,,
2020,Sri Lanka,LKA,No,,
2017,Cameroon,CMR,No,,
2018,Cameroon,CMR,No,,
2017,Congo (Rep. of the),COG,Yes,,
2018,Congo (Rep. of the),COG,Yes,,
2019,Congo (Rep. of the),COG,Yes,,
2020,Congo (Rep. of the),COG,Yes,,
2021,Congo (Rep. of the),COG,Yes,,
2015,Cabo Verde,CPV,Yes,,
