year,country,iso,value,note,source
2018,Afghanistan,AFG,Full competition (year when competition was introduced),,
2019,Afghanistan,AFG,Full competition (year when competition was introduced),,
2020,Afghanistan,AFG,Full competition (year when competition was introduced),,
2018,South Africa,ZAF,Full competition (year when competition was introduced),,
2019,South Africa,ZAF,Full competition (year when competition was introduced),,
2020,South Africa,ZAF,Full competition (year when competition was introduced),,
2020,Angola,AGO,Full competition (year when competition was introduced),,
2017,Albania,ALB,Full competition (year when competition was introduced),,
2018,Albania,ALB,Full competition (year when competition was introduced),,
2019,Albania,ALB,Full competition (year when competition was introduced),,
2020,Albania,ALB,Full competition (year when competition was introduced),,
2018,Algeria,DZA,Monopoly,,
2019,Algeria,DZA,Monopoly,,
2020,Algeria,DZA,Monopoly,,
2018,Armenia,ARM,Full competition (year when competition was introduced),,
2019,Armenia,ARM,Full competition (year when competition was introduced),,
2020,Armenia,ARM,Full competition (year when competition was introduced),,
2017,Saudi Arabia,SAU,Partial competition (year when competition was introduced),,
2018,Saudi Arabia,SAU,Partial competition (year when competition was introduced),,
2019,Saudi Arabia,SAU,Partial competition (year when competition was introduced),,
2020,Saudi Arabia,SAU,Full competition (year when competition was introduced),,
2017,Australia,AUS,Full competition (year when competition was introduced),,
2018,Australia,AUS,Full competition (year when competition was introduced),,
2019,Australia,AUS,Full competition (year when competition was introduced),,
2020,Australia,AUS,Full competition (year when competition was introduced),,
2018,Austria,AUT,N/A,,
2019,Austria,AUT,N/A,,
2018,Azerbaijan,AZE,Full competition (year when competition was introduced),,
2019,Azerbaijan,AZE,Full competition (year when competition was introduced),,
2020,Azerbaijan,AZE,Full competition (year when competition was introduced),,
2018,Brazil,BRA,N/A,,
2019,Brazil,BRA,N/A,,
2020,Brazil,BRA,N/A,,
2019,Bahamas,BHS,Full competition (year when competition was introduced),,
2020,Bahamas,BHS,Full competition (year when competition was introduced),,
2018,Burundi,BDI,Full competition (year when competition was introduced),,
2019,Burundi,BDI,Full competition (year when competition was introduced),,
2020,Burundi,BDI,Full competition (year when competition was introduced),,
2019,Belgium,BEL,Full competition (year when competition was introduced),,
2020,Belgium,BEL,Full competition (year when competition was introduced),,
2018,Benin,BEN,Monopoly,,
2019,Benin,BEN,Monopoly,,
2020,Benin,BEN,Monopoly,,
2017,Burkina Faso,BFA,Full competition (year when competition was introduced),,
2018,Burkina Faso,BFA,Full competition (year when competition was introduced),,
2019,Burkina Faso,BFA,Full competition (year when competition was introduced),,
2018,Bangladesh,BGD,Full competition (year when competition was introduced),,
2020,Bangladesh,BGD,Partial competition (year when competition was introduced),,
2019,Bahrain,BHR,Full competition (year when competition was introduced),,
2018,Belarus,BLR,Full competition (year when competition was introduced),,
2019,Belarus,BLR,Full competition (year when competition was introduced),,
2020,Belarus,BLR,Full competition (year when competition was introduced),,
2019,Botswana,BWA,Monopoly,,
2020,Botswana,BWA,Partial competition (year when competition was introduced),,
2017,Myanmar,MMR,Full competition (year when competition was introduced),,
2018,Myanmar,MMR,Full competition (year when competition was introduced),,
2019,Myanmar,MMR,Full competition (year when competition was introduced),,
2018,Brunei Darussalam,BRN,Monopoly,,
2019,Brunei Darussalam,BRN,Monopoly,,
2020,Bhutan,BTN,N/A,,
2017,Bulgaria,BGR,Full competition (year when competition was introduced),,
2018,Bulgaria,BGR,Full competition (year when competition was introduced),,
2019,Bulgaria,BGR,Full competition (year when competition was introduced),,
2020,Bulgaria,BGR,Full competition (year when competition was introduced),,
2019,Central African Rep.,CAF,N/A,,
2018,Canada,CAN,N/A,,
2019,Canada,CAN,N/A,,
2020,Canada,CAN,N/A,,
2019,Cambodia,KHM,Monopoly,,
2020,Cambodia,KHM,Monopoly,,
2018,Chile,CHL,N/A,,
2019,Chile,CHL,N/A,,
2020,Chile,CHL,Full competition (year when competition was introduced),,
2019,China,CHN,Full competition (year when competition was introduced),,
2020,China,CHN,Full competition (year when competition was introduced),,
2018,Colombia,COL,Full competition (year when competition was introduced),,
2019,Colombia,COL,Full competition (year when competition was introduced),,
2020,Colombia,COL,Full competition (year when competition was introduced),,
2019,Sri Lanka,LKA,N/A,,
2020,Sri Lanka,LKA,N/A,,
2019,Cameroon,CMR,Monopoly,,
2020,Cameroon,CMR,Monopoly,,
2018,Congo (Rep. of the),COG,Full competition (year when competition was introduced),,
2019,Congo (Rep. of the),COG,Full competition (year when competition was introduced),,
2020,Congo (Rep. of the),COG,Full competition (year when competition was introduced),,
2018,Comoros,COM,Full competition (year when competition was introduced),,
2019,Comoros,COM,Full competition (year when competition was introduced),,
2020,Comoros,COM,Full competition (year when competition was introduced),,
2018,Cabo Verde,CPV,Partial competition (year when competition was introduced),,
2019,Cabo Verde,CPV,Partial competition (year when competition was introduced),,
2020,Cabo Verde,CPV,Partial competition (year when competition was introduced),,
2019,Costa Rica,CRI,Full competition (year when competition was introduced),,
2020,Costa Rica,CRI,Full competition (year when competition was introduced),,
2018,Cuba,CUB,Monopoly,,
2019,Cuba,CUB,Monopoly,,
2020,Cuba,CUB,Monopoly,,
2017,Cyprus,CYP,N/A,,
2018,Cyprus,CYP,N/A,,
2019,Cyprus,CYP,Full competition (year when competition was introduced),,
2020,Cyprus,CYP,Full competition (year when competition was introduced),,
2018,Germany,DEU,Full competition (year when competition was introduced),,
2019,Germany,DEU,Full competition (year when competition was introduced),,
2020,Germany,DEU,Full competition (year when competition was introduced),,
2019,Denmark,DNK,Full competition (year when competition was introduced),,
2018,Dominican Rep.,DOM,Full competition (year when competition was introduced),,
2019,Dominican Rep.,DOM,Full competition (year when competition was introduced),,
2020,Dominican Rep.,DOM,Full competition (year when competition was introduced),,
2017,Spain,ESP,Full competition (year when competition was introduced),,
2018,Spain,ESP,Full competition (year when competition was introduced),,
2019,Spain,ESP,Full competition (year when competition was introduced),,
2020,Spain,ESP,Full competition (year when competition was introduced),,
2020,Egypt,EGY,Full competition (year when competition was introduced),,
2018,Ecuador,ECU,Full competition (year when competition was introduced),,
2019,Ecuador,ECU,Full competition (year when competition was introduced),,
2020,Ecuador,ECU,Full competition (year when competition was introduced),,
2017,Estonia,EST,N/A,,
2018,Estonia,EST,N/A,,
2019,Estonia,EST,N/A,,
2020,Estonia,EST,Full competition (year when competition was introduced),,
2018,Ethiopia,ETH,Monopoly,,
2018,France,FRA,N/A,,
2019,France,FRA,N/A,,
2020,France,FRA,N/A,,
2018,Finland,FIN,Full competition (year when competition was introduced),,
2019,Finland,FIN,Full competition (year when competition was introduced),,
2020,Finland,FIN,Full competition (year when competition was introduced),,
2019,Micronesia,FSM,Monopoly,,
2020,Micronesia,FSM,Monopoly,,
2019,United Kingdom,GBR,Full competition (year when competition was introduced),,
2020,United Kingdom,GBR,Full competition (year when competition was introduced),,
2018,Gabon,GAB,Partial competition (year when competition was introduced),,
2019,Gabon,GAB,Partial competition (year when competition was introduced),,
2020,Gabon,GAB,Partial competition (year when competition was introduced),,
2018,Ghana,GHA,Full competition (year when competition was introduced),,
2019,Ghana,GHA,Full competition (year when competition was introduced),,
2020,Ghana,GHA,Full competition (year when competition was introduced),,
2018,Equatorial Guinea,GNQ,Monopoly,,
2019,Equatorial Guinea,GNQ,Monopoly,,
2020,Equatorial Guinea,GNQ,Monopoly,,
2018,Greece,GRC,Full competition (year when competition was introduced),,
2019,Greece,GRC,Full competition (year when competition was introduced),,
2020,Greece,GRC,Full competition (year when competition was introduced),,
2020,Grenada,GRD,Full competition (year when competition was introduced),,
2018,Guatemala,GTM,Full competition (year when competition was introduced),,
2019,Guatemala,GTM,Full competition (year when competition was introduced),,
2020,Guatemala,GTM,Full competition (year when competition was introduced),,
2018,Guinea,GIN,N/A,,
