year,country,iso,value,note,source
2020,Azerbaijan,AZE,0.999993,,State Statistical Committee
2018,Belgium,BEL,6.15655,,Statistics Belgium
2020,Belgium,BEL,5.14198,,Statistics Belgium (Statbel)
2018,Japan,JPN,0,,Ministry of Internal Affairs and Communications
2019,Japan,JPN,0,,Ministry of Internal Affairs and Communications
2020,Japan,JPN,0,,Ministry of Internal Affairs and Communications
2020,Russian Federation,RUS,0.181269,,Federal State Statistics Service
2020,Zimbabwe,ZWE,3.04774,,Zimbabwe National Statistics Agency (ZIMSTAT)
2014,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2015,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2016,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2017,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2018,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2019,Moldova,MDA,0,,National Bureau of Statistics of the Republic of Moldova
2020,Kazakhstan,KAZ,0.287497,,Agency for Strategic planning and reforms of the Republic of Kazakhstan Bureau of National statistics
