year,country,iso,value,note,source
2017,Saudi Arabia,SAU,1.83864,,Communication and Information Technology Commission (CITC)
2018,Saudi Arabia,SAU,5.29825,,Communication and Information Technology Commission
2018,Bahrain,BHR,1.35218,,Telecommunications Regulatory Authority (TRA)
2019,Côte d'Ivoire,CIV,0.0314823,,ARTCI
2019,Egypt,EGY,0.933379,,Ministry of Communications and Information Technology
2020,Israel,ISR,6.16263,,CENTRAL BUREAU OF STATISTICS
2020,Kuwait,KWT,15.0364,,Communication and Information Technology Regulatory Authority
2017,Mexico,MEX,1.45431,,Instituto Nacional de Estadística y Geografía (INEGI)
2018,Mexico,MEX,1.95707,,Instituto Nacional de Estadística y Geografía (INEGI)
2019,Mexico,MEX,2.45333,,Instituto Nacional de Estadística y Geografía (INEGI)
2020,Mexico,MEX,2.71718,,Instituto Nacional de Estadística y Geografía (INEGI)
2020,Norway,NOR,44.5249,,Statistics Norway
2018,Qatar,QAT,1.6485,,Ministry Of Transport and Communications
2017,Russian Federation,RUS,2.32866,,Federal State Statistics Service (ROSSTAT)
2018,Russian Federation,RUS,1.86341,,Federal State Statistics Service (Rosstat) 
2019,Russian Federation,RUS,2.14126,,Federal State Statistics Service (Rosstat) 
2017,Switzerland,CHE,20.7893,,Office fédéral de la statistique
2019,Switzerland,CHE,18.921,,Office fédéral de la statistique
2020,United Arab Emirates,ARE,2.96861,,Telecommunications & Digital Gevernment Regulatory Authority
2020,Zimbabwe,ZWE,0.221505,,Zimbabwe National Statistics Agency (ZIMSTAT)
2019,Palestine,WBG,0.161899,,Palestinian Central Bureau of Statistics
