year,country,iso,value,note,source
2018,Afghanistan,AFG,No,,
2019,Afghanistan,AFG,No,,
2020,Afghanistan,AFG,No,,
2021,Afghanistan,AFG,No,,
2015,South Africa,ZAF,Yes,,
2018,South Africa,ZAF,No,,
2019,South Africa,ZAF,Yes,,
2021,South Africa,ZAF,No,,
2020,Angola,AGO,Yes,,
2021,Angola,AGO,Yes,,
2015,Albania,ALB,No,,
2016,Albania,ALB,No,,
2018,Albania,ALB,No,,
2019,Albania,ALB,No,,
2020,Albania,ALB,Yes,,
2021,Albania,ALB,Yes,,
2015,Algeria,DZA,No,,
2016,Algeria,DZA,No,,
2017,Algeria,DZA,No,,
2015,Andorra,AND,No,,
2018,Andorra,AND,No,,
2021,Andorra,AND,No,,
2016,Argentina,ARG,Yes,,
2015,Armenia,ARM,No,,
2016,Armenia,ARM,No,,
2017,Armenia,ARM,No,,
2018,Armenia,ARM,No,,
2019,Armenia,ARM,No,,
2020,Armenia,ARM,No,,
2021,Armenia,ARM,No,,
2015,Saudi Arabia,SAU,No,its left for commercial agreements,
2016,Saudi Arabia,SAU,No,It is Left for Commercial agreements,
2017,Saudi Arabia,SAU,Yes,Mandated for USF areas and left for Commercial agreements for the rest of the country,
2018,Saudi Arabia,SAU,Yes,Mandated for USF areas and left for Commercial agreements for the rest of the country,
2019,Saudi Arabia,SAU,Yes,Mandated for USF areas and left for Commercial agreements for the rest of the country,
2020,Saudi Arabia,SAU,Yes,,
2021,Saudi Arabia,SAU,Yes,,
2015,Australia,AUS,No,,
2016,Australia,AUS,No,,
2017,Australia,AUS,No,,
2018,Australia,AUS,No,,
2019,Australia,AUS,No,,
2020,Australia,AUS,No,,
2021,Australia,AUS,No,,
2015,Austria,AUT,No,,
2016,Austria,AUT,No,,
2017,Austria,AUT,No,,
2019,Austria,AUT,No,,
2020,Austria,AUT,No,,
2021,Austria,AUT,No,,
2015,Azerbaijan,AZE,No,,
2016,Azerbaijan,AZE,No,,
2017,Azerbaijan,AZE,Yes,We do have a national roaming between two mobile operators (Azercell and Nakhtel),
2018,Azerbaijan,AZE,Yes,We do have a national roaming between two mobile operators (Azercell and Nakhtel)  ,
2019,Azerbaijan,AZE,No,We do have a national roaming between two mobile operators (Azercell and Nakhtel)   ,
2020,Azerbaijan,AZE,No,,
2015,Brazil,BRA,Yes,,
2017,Brazil,BRA,Yes,,
2018,Brazil,BRA,Yes,,
2019,Brazil,BRA,Yes,,
2020,Brazil,BRA,Yes,,
2021,Brazil,BRA,Yes,,
2015,Bahamas,BHS,No,,
2017,Bahamas,BHS,Yes,,
2018,Bahamas,BHS,Yes,,
2019,Bahamas,BHS,Yes,,
2021,Bahamas,BHS,Yes,,
2015,Burundi,BDI,No,,
2018,Burundi,BDI,No,,
2019,Burundi,BDI,No,,
2020,Burundi,BDI,No,,
2021,Burundi,BDI,No,,
2015,Belgium,BEL,Yes,But only for 112 (emergency services),
2016,Belgium,BEL,Yes,,
2017,Belgium,BEL,No,,
2019,Belgium,BEL,Yes,,
2020,Belgium,BEL,Yes,,
2016,Benin,BEN,Yes,,
2017,Benin,BEN,No,,
2019,Benin,BEN,No,,
2020,Benin,BEN,Yes,,
2021,Benin,BEN,Yes,,
2015,Burkina Faso,BFA,No,Obligation faite aux opérateurs puissants,
2016,Burkina Faso,BFA,No,,
2018,Burkina Faso,BFA,No,,
2019,Burkina Faso,BFA,No,,
2020,Burkina Faso,BFA,No,,
2021,Burkina Faso,BFA,No,,
2021,Bahrain,BHR,No,,
2016,Belarus,BLR,No,,
2017,Belarus,BLR,No,,
2018,Belarus,BLR,No,,
2016,Bolivia (Plurinational State of),BOL,Yes,,
2017,Bolivia (Plurinational State of),BOL,Yes,,
2020,Bolivia (Plurinational State of),BOL,Yes,,
2021,Bolivia (Plurinational State of),BOL,Yes,,
2015,Botswana,BWA,No,,
2016,Botswana,BWA,Yes,,
2017,Botswana,BWA,Yes,,
2019,Botswana,BWA,No,,
2020,Botswana,BWA,No,,
2021,Botswana,BWA,No,,
2018,Barbados,BRB,No,,
2017,Myanmar,MMR,No,,
2018,Myanmar,MMR,No,,
2019,Myanmar,MMR,Yes,,
2020,Myanmar,MMR,Yes,,
2021,Myanmar,MMR,Yes,,
2016,Brunei Darussalam,BRN,No,,
2018,Brunei Darussalam,BRN,No,,
2019,Brunei Darussalam,BRN,No,,
2020,Brunei Darussalam,BRN,No,,
2021,Brunei Darussalam,BRN,No,,
2015,Bulgaria,BGR,No,,
2016,Bulgaria,BGR,No,,
2018,Bulgaria,BGR,No,,
2019,Bulgaria,BGR,No,,
2020,Bulgaria,BGR,No,,
2021,Bulgaria,BGR,No,,
2015,Canada,CAN,Yes,,
2016,Canada,CAN,Yes,,
2017,Canada,CAN,Yes,,
2020,Canada,CAN,Yes,,
2015,Cambodia,KHM,Yes,,
2016,Cambodia,KHM,Yes,,
2017,Cambodia,KHM,Yes,,
2018,Cambodia,KHM,No,,
2019,Cambodia,KHM,No,,
2020,Cambodia,KHM,No,,
2021,Cambodia,KHM,No,,
2015,Chile,CHL,No,,
2016,Chile,CHL,No,,
2017,Chile,CHL,No,,
2018,Chile,CHL,No,,
2019,Chile,CHL,No,,
2020,Chile,CHL,Yes,,
2021,Chile,CHL,Yes,,
2015,China,CHN,No,,
2016,China,CHN,No,,
2017,China,CHN,No,,
2021,China,CHN,No,,
2015,Colombia,COL,Yes,,
2016,Colombia,COL,Yes,,
2017,Colombia,COL,Yes,,
2018,Colombia,COL,Yes,,
2019,Colombia,COL,Yes,,
2020,Colombia,COL,Yes,,
2021,Colombia,COL,Yes,,
2020,Sri Lanka,LKA,No,,
2021,Sri Lanka,LKA,No,,
2018,Cameroon,CMR,No,,
2021,Cameroon,CMR,No,,
2017,Congo (Rep. of the),COG,No,,
2018,Congo (Rep. of the),COG,No,,
2019,Congo (Rep. of the),COG,Yes,,
2020,Congo (Rep. of the),COG,Yes,,
2021,Congo (Rep. of the),COG,Yes,,
2017,Cabo Verde,CPV,Yes,,
2021,Cabo Verde,CPV,No,,
2016,Côte d'Ivoire,CIV,Yes,,
2017,Côte d'Ivoire,CIV,Yes,,
2018,Côte d'Ivoire,CIV,Yes,,
2019,Côte d'Ivoire,CIV,Yes,,
2020,Côte d'Ivoire,CIV,Yes,,
2021,Côte d'Ivoire,CIV,Yes,,
2015,Costa Rica,CRI,No,,
