year,country,iso,value,note,source
2018,Saudi Arabia,SAU,Yes,,
2019,Saudi Arabia,SAU,Yes,,
2020,Saudi Arabia,SAU,Yes,,
2005,Australia,AUS,Yes,,
2006,Australia,AUS,Yes,,
2007,Australia,AUS,No,,
2008,Australia,AUS,Yes,,
2009,Australia,AUS,Yes,,
2010,Australia,AUS,Yes,,
2012,Australia,AUS,Yes,,
2013,Australia,AUS,Yes,,
2014,Australia,AUS,Yes,,
2015,Australia,AUS,Yes,,
2017,Australia,AUS,Yes,,
2018,Australia,AUS,Yes,,
2019,Australia,AUS,Yes,,
2020,Australia,AUS,Yes,,
2006,Austria,AUT,No,,
2007,Austria,AUT,Yes,,
2008,Austria,AUT,Yes,,
2009,Austria,AUT,No,,
2010,Austria,AUT,No,,
2013,Austria,AUT,Yes,,
2014,Austria,AUT,Yes,,
2015,Austria,AUT,Yes,,
2016,Austria,AUT,Yes,,
2017,Austria,AUT,Yes,,
2018,Austria,AUT,Yes,,
2019,Austria,AUT,Yes,,
2005,Azerbaijan,AZE,No,,
2006,Azerbaijan,AZE,No,,
2010,Bahamas,BHS,No,,
2016,Bahamas,BHS,Yes,,
2017,Bahamas,BHS,No,,
2018,Bahamas,BHS,No,,
2019,Bahamas,BHS,No,,
2020,Bahamas,BHS,No,,
2010,Belgium,BEL,Yes,,
2013,Belgium,BEL,No,,
2014,Belgium,BEL,Yes,,
2015,Belgium,BEL,Yes,,
2016,Belgium,BEL,Yes,,
2017,Belgium,BEL,Yes,,
2018,Belgium,BEL,Yes,,
2019,Belgium,BEL,Yes,,
2020,Belgium,BEL,Yes,,
2014,Belize,BLZ,Yes,,
2008,Bulgaria,BGR,No,,
2013,Bulgaria,BGR,No,,
2014,Bulgaria,BGR,No,,
2015,Bulgaria,BGR,No,,
2016,Bulgaria,BGR,No,,
2017,Bulgaria,BGR,No,,
2018,Bulgaria,BGR,No,,
2019,Bulgaria,BGR,No,,
2020,Bulgaria,BGR,No,,
2008,Canada,CAN,Yes,,
2009,Canada,CAN,Yes,,
2010,Canada,CAN,Yes,,
2012,Canada,CAN,Yes,,
2013,Canada,CAN,Yes,,
2015,Canada,CAN,Yes,,
2016,Canada,CAN,Yes,,
2017,Canada,CAN,Yes,,
2018,Canada,CAN,Yes,,
2019,Canada,CAN,Yes,,
2020,Canada,CAN,Yes,,
2009,Cambodia,KHM,No,,
2014,Cambodia,KHM,Yes,,
2009,Chile,CHL,No,,
2013,Chile,CHL,No,,
2014,Chile,CHL,No,,
2015,Chile,CHL,No,,
2018,Chile,CHL,Yes,,
2019,Chile,CHL,Yes,,
2020,Chile,CHL,Yes,,
2019,China,CHN,No,,
2008,Colombia,COL,No,,
2018,Colombia,COL,No,,
2008,Sri Lanka,LKA,No,,
2016,Comoros,COM,Yes,,
2018,Comoros,COM,Yes,,
2019,Comoros,COM,Yes,,
2020,Comoros,COM,Yes,,
2006,Cabo Verde,CPV,No,,
