year,country,iso,value,note,source
2018,Afghanistan,AFG,Telecommunication/ICT regulatory authority,,
2019,Afghanistan,AFG,Telecommunication/ICT regulatory authority,,
2020,Afghanistan,AFG,Telecommunication/ICT regulatory authority,,
2003,South Africa,ZAF,Formal cooperation,,
2004,South Africa,ZAF,Formal cooperation,,
2014,South Africa,ZAF,Both authorities,,
2015,South Africa,ZAF,Both authorities,,
2016,South Africa,ZAF,Both authorities,,
2017,South Africa,ZAF,Both authorities,,
2018,South Africa,ZAF,Both authorities,,
2019,South Africa,ZAF,Both authorities,,
2020,South Africa,ZAF,Both authorities,,
2001,Angola,AGO,None of the above,,
2002,Angola,AGO,Formal cooperation,,
2020,Angola,AGO,Telecommunication/ICT regulatory authority,,
2004,Albania,ALB,Formal cooperation,,
2005,Albania,ALB,Competition authority,,
2014,Albania,ALB,Both authorities,,
2015,Albania,ALB,Both authorities,,
2016,Albania,ALB,Both authorities,,
2017,Albania,ALB,Both authorities,,
2018,Albania,ALB,Both authorities,,
2019,Albania,ALB,Both authorities,,
2020,Albania,ALB,Both authorities,,
2004,Algeria,DZA,Informal cooperation,,
2005,Algeria,DZA,Telecommunication/ICT regulatory authority,,
2015,Algeria,DZA,Telecommunication/ICT regulatory authority,,
2016,Algeria,DZA,Telecommunication/ICT regulatory authority,,
2017,Algeria,DZA,Telecommunication/ICT regulatory authority,,
2018,Algeria,DZA,Telecommunication/ICT regulatory authority,,
2019,Algeria,DZA,Competition authority,,
2020,Algeria,DZA,Competition authority,,
2016,Andorra,AND,Telecommunication/ICT regulatory authority,,
2001,Argentina,ARG,None of the above,,
2003,Argentina,ARG,None of the above,,
2015,Argentina,ARG,Competition authority,,
2018,Argentina,ARG,Both authorities,,
2019,Argentina,ARG,Both authorities,,
2020,Argentina,ARG,Both authorities,,
2013,Armenia,ARM,Both authorities,,
2014,Armenia,ARM,Both authorities,,
2015,Armenia,ARM,Both authorities,,
2016,Armenia,ARM,Both authorities,,
2018,Armenia,ARM,Both authorities,,
2019,Armenia,ARM,Both authorities,,
2020,Armenia,ARM,Both authorities,,
2001,Saudi Arabia,SAU,None of the above,,
