year,country,iso,value,note,source
2019,Albania,ALB,0.782724,,INSTAT (Institute of Statistics)
2020,Albania,ALB,0.843137,,INSTAT (Institute of Statistics)
2018,Algeria,DZA,13.5153,,"Ministry of Post, Telecommunications, Technologies and Digital"
2017,Saudi Arabia,SAU,10.5799,,Communication and Information Technology Commission (CITC)
2018,Saudi Arabia,SAU,11.4234,,Communication and Information Technology Commission
2010,Austria,AUT,10.1468,,Eurostat
2011,Austria,AUT,18.3437,,Eurostat
2012,Austria,AUT,15.3744,,Eurostat
2013,Austria,AUT,15.3214,,Eurostat
2014,Austria,AUT,13.8315,,Eurostat
2015,Austria,AUT,12.4705,,Eurostat
2016,Austria,AUT,13.0891,,Statistics Austria
2017,Austria,AUT,14.9325,,Statistics Austria
2018,Austria,AUT,15.8409,,Statistics Austria
2017,Azerbaijan,AZE,1.00001,,State Statistical Committee
2018,Azerbaijan,AZE,1,,State Statistical Committee
2019,Azerbaijan,AZE,1.5,,State Statistical Committee
2020,Azerbaijan,AZE,1.5,,State Statistical Committee
2013,Brazil,BRA,8.72364,,NIC.br
2014,Brazil,BRA,10.0934,,NIC.br
2016,Brazil,BRA,17.1139,,NIC.br
2010,Belgium,BEL,21.1207,,Eurostat
2011,Belgium,BEL,20.3551,,Eurostat
2012,Belgium,BEL,20.9889,,Eurostat
2013,Belgium,BEL,22.8186,,Eurostat
2014,Belgium,BEL,23.0897,,Eurostat
2015,Belgium,BEL,21.8839,,Eurostat
2016,Belgium,BEL,23.5383,,Algemene Directie Statistiek - Statistics Belgium Direction Générale Statistique - Statistics Belgium
2017,Belgium,BEL,22.9532,,Statbel (Algemene Directie Statistiek - Statistics Belgium) Statbel (Direction générale Statistique - Statistics Belgium)
2019,Belgium,BEL,26.2484,,Statistics Belgium (Statbel)
2020,Belgium,BEL,29.3635,,Statistics Belgium (Statbel)
2015,Bahrain,BHR,15.3846,,Telecommunications Regulatory Authority (TRA) Bahrain
2017,Bahrain,BHR,14.1967,,Telecommunications Regulatory Authority (TRA)
2018,Bahrain,BHR,35.652,,Telecommunications Regulatory Authority (TRA)
2019,Bahrain,BHR,48.1437,,Telecommunications Regulatory Authority (TRA)
2020,Bahrain,BHR,16.5017,,Telecommunications Regulatory Authority (TRA)
2018,Bolivia (Plurinational State of),BOL,11.3298,,Statistic National Institute
2014,Botswana,BWA,3.11594,,Statistics Botswana
2010,Bulgaria,BGR,2.19661,,Eurostat
2011,Bulgaria,BGR,10.8806,,Eurostat
2012,Bulgaria,BGR,12.7006,,Eurostat
2013,Bulgaria,BGR,19.1331,,Eurostat
2014,Bulgaria,BGR,12.0134,,Eurostat
2016,Bulgaria,BGR,10.5656,,National Statistical Institute
2017,Bulgaria,BGR,7.77379,,National Statistical Institute
2018,Bulgaria,BGR,12.6602,,National Statistical Institute
2019,Bulgaria,BGR,9.32591,,National Statistical Institute
2020,Bulgaria,BGR,9.82842,,National Statistical Institute
2019,Côte d'Ivoire,CIV,2.09037,,ARTCI
2019,Cuba,CUB,6.75432,,Oficina Nacional de Estadisticas e Informacion
2010,Cyprus,CYP,1.42107,,Eurostat
2011,Cyprus,CYP,2.61497,,Eurostat
2012,Cyprus,CYP,2.0897,,Eurostat
2013,Cyprus,CYP,2.22514,,Eurostat
2014,Cyprus,CYP,1.38452,,Eurostat
2015,Cyprus,CYP,2.70144,,Eurostat
2016,Cyprus,CYP,6.34403,,STATISTICAL SERVICE OF CYPRUS
2018,Cyprus,CYP,2.95322,,STATISTICAL SERVICE OF CYPRUS
2019,Cyprus,CYP,4.84753,,STATISTICAL SERVICE OF CYPRUS
2020,Cyprus,CYP,2.67902,,Statistical Service of Cyprus
2010,Germany,DEU,23.6269,,Eurostat
2011,Germany,DEU,35.5978,,Eurostat
2012,Germany,DEU,29.8277,,Eurostat
2013,Germany,DEU,32.8159,,Eurostat
2014,Germany,DEU,32.3309,,Eurostat
2015,Germany,DEU,35.9267,,Eurostat
2016,Germany,DEU,29.5493,,Eurostat
2017,Germany,DEU,31.4062,,Federal Statistical Office
2019,Germany,DEU,28.7701,,Statistisches Bundesamt (Destatis)
2021,Germany,DEU,15.6953,,Statistisches Bundesamt (Destatis)
2010,Denmark,DNK,32.0465,,Eurostat
2011,Denmark,DNK,28.0087,,Eurostat
2012,Denmark,DNK,25.9569,,Eurostat
2013,Denmark,DNK,25.0263,,Eurostat
2014,Denmark,DNK,26.6546,,Eurostat
2015,Denmark,DNK,38.2395,,Eurostat
2016,Denmark,DNK,35.9687,,Eurostat
2017,Denmark,DNK,29.581,,Statistics Denmark 
2018,Denmark,DNK,30.3601,,Statistics Denmark 
2020,Denmark,DNK,29.6908,,Statistics Denmark
2021,Denmark,DNK,34.5194,,Statistics Denmark
2010,Spain,ESP,8.15806,,Eurostat
2011,Spain,ESP,10.1309,,Eurostat
2012,Spain,ESP,12.1243,,Eurostat
2013,Spain,ESP,11.8457,,Eurostat
2014,Spain,ESP,13.3598,,Eurostat
2015,Spain,ESP,12.7801,,Eurostat
2016,Spain,ESP,14.6794,,Instituto Nacional de Estadística (INE)
2017,Spain,ESP,15.4624,,Instituto Nacional de Estadística (INE)
2019,Spain,ESP,15.4858,,Instituto Nacional de Estadística (INE)
2020,Spain,ESP,14.9829,,Instituto Nacional de Estadística (INE)
2014,Egypt,EGY,0.538322,,Ministry of Communications and Information Technology
2015,Egypt,EGY,0.829907,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2016,Egypt,EGY,1.02998,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2017,Egypt,EGY,1.30945,,Central Agency For Public Mobilization And Statistics (CAPMAS)
2018,Egypt,EGY,1.17933,,Ministry of Communications and Information Technology
2019,Egypt,EGY,0.7626,,Ministry of Communications and Information Technology
2020,Egypt,EGY,0.834,,Ministry of Communications and Information Technology
2010,Estonia,EST,10.7222,,Eurostat
2011,Estonia,EST,16.4508,,Eurostat
2012,Estonia,EST,17.2457,,Eurostat
2013,Estonia,EST,16.7916,,Eurostat
2014,Estonia,EST,28.9828,,Eurostat
2015,Estonia,EST,21.214,,Eurostat
2016,Estonia,EST,21.808,,Statistics Estonia
2019,Estonia,EST,20.1707,,Statistics Estonia
2020,Estonia,EST,23.2561,,Statistics Estonia
2010,France,FRA,28.0567,,Eurostat
2011,France,FRA,30.4825,,Eurostat
2012,France,FRA,34.1343,,Eurostat
2013,France,FRA,39.4924,,Eurostat
2014,France,FRA,34.606,,Eurostat
2015,France,FRA,31.2336,,Eurostat
2016,France,FRA,27.1639,,Eurostat
2018,France,FRA,23.8852,,INSEE
2019,France,FRA,23.9389,,Insee
2010,Finland,FIN,17.1114,,Eurostat
2011,Finland,FIN,18.304,,Eurostat
2012,Finland,FIN,21.4574,,Eurostat
2013,Finland,FIN,18.5782,,Eurostat
2014,Finland,FIN,24.091,,Eurostat
2015,Finland,FIN,24.886,,Eurostat
2016,Finland,FIN,21.9034,,Eurostat
2010,United Kingdom,GBR,20.9802,,Eurostat
2011,United Kingdom,GBR,31.8919,,Eurostat
2012,United Kingdom,GBR,27.611,,Eurostat
2013,United Kingdom,GBR,34.1398,,Eurostat
2014,United Kingdom,GBR,37.0873,,Eurostat
2015,United Kingdom,GBR,25.3854,,Eurostat
2016,United Kingdom,GBR,21.7876,,Eurostat
2020,United Kingdom,GBR,21.6394,,Office for National Statistics
2010,Greece,GRC,1.31742,,Eurostat
2011,Greece,GRC,4.49176,,Eurostat
2012,Greece,GRC,4.0079,,Eurostat
2013,Greece,GRC,5.87008,,Eurostat
2014,Greece,GRC,5.74333,,Eurostat
2015,Greece,GRC,5.12891,,Eurostat
2016,Greece,GRC,2.78572,,Eurostat
2010,Hungary,HUN,12.5177,,Eurostat
2011,Hungary,HUN,17.8711,,Eurostat
2012,Hungary,HUN,14.8626,,Eurostat
2013,Hungary,HUN,22.3955,,Eurostat
2014,Hungary,HUN,23.5859,,Eurostat
2015,Hungary,HUN,26.0667,,Eurostat
2016,Hungary,HUN,14.7521,,Eurostat
2017,Hungary,HUN,14.1514,,Hungarian Central Statistical Office
2018,Hungary,HUN,14.3651,,Hungarian Central Statistical Office 
2019,Hungary,HUN,16.4578,,Hungarian Central Statistical Office 
2020,Hungary,HUN,33.1278,,Hungarian Central Statistical Office 
2010,Netherlands,NLD,26.7067,,Eurostat
2011,Netherlands,NLD,28.5988,,Eurostat
2012,Netherlands,NLD,21.4132,,Eurostat
2013,Netherlands,NLD,50.7402,,Eurostat
2014,Netherlands,NLD,30.653,,Eurostat
2015,Netherlands,NLD,30.2254,,Eurostat
2016,Netherlands,NLD,36.1053,,Eurostat
2010,Croatia,HRV,8.02313,,Eurostat
2011,Croatia,HRV,11.4476,,Eurostat
2012,Croatia,HRV,14.7264,,Eurostat
2013,Croatia,HRV,15.236,,Eurostat
2014,Croatia,HRV,30.9234,,Eurostat
2015,Croatia,HRV,50.0207,,Eurostat
2016,Croatia,HRV,38.1806,,Croatian Bureau of Statistics
2017,Croatia,HRV,37.267,,Croatian Bureau of Statistics
2018,Croatia,HRV,33.0047,,Croatian Bureau of Statistics
2019,Croatia,HRV,27.345,,Croatian Bureau of Statistics
2020,Croatia,HRV,29.0734,,Croatian Bureau of Statistics
2010,Italy,ITA,8.48408,,Eurostat
2011,Italy,ITA,13.6356,,Eurostat
2012,Italy,ITA,14.4209,,Eurostat
2013,Italy,ITA,15.4297,,Eurostat
2014,Italy,ITA,14.9842,,Eurostat
2015,Italy,ITA,13.5891,,Eurostat
2016,Italy,ITA,9.4873,,Eurostat
2017,Italy,ITA,9.44618,,Istat – National Institute of Statistics
2020,Italy,ITA,11.2496,,National Institute of Statistics
2017,Indonesia,IDN,4.83958,,BADAN PUSAT STATISTIK (STATISTICS INDONESIA)
2019,Indonesia,IDN,5.08064,,BADAN PUSAT STATISTIK (STATISTICS INDONESIA)
2020,Indonesia,IDN,5.04133,,BPS-Statistics Indonesia
2010,Ireland,IRL,6.50597,,Eurostat
2011,Ireland,IRL,17.2793,,Eurostat
2012,Ireland,IRL,16.335,,Eurostat
2013,Ireland,IRL,14.917,,Eurostat
2014,Ireland,IRL,14.1689,,Eurostat
2015,Ireland,IRL,13.2887,,Eurostat
2013,Iran (Islamic Republic of),IRN,1.80872,,Statistical Centre of Iran
2015,Iran (Islamic Republic of),IRN,2.08191,,Statistical Centre of Iran
2017,Iran (Islamic Republic of),IRN,2.59462,,Statistical Centre of Iran
2010,Iceland,ISL,16.7511,,Eurostat
2011,Iceland,ISL,19.2637,,Eurostat
2012,Iceland,ISL,20.7706,,Eurostat
2013,Iceland,ISL,23.6273,,Eurostat
2014,Iceland,ISL,31.7455,,Eurostat
2020,Israel,ISR,8.31521,,CENTRAL BUREAU OF STATISTICS
2015,Kenya,KEN,0,,KENYA NATIONAL BUREAU OF STATISTICS
2013,Korea (Rep. of),KOR,3.49119,,"Ministry of Science, ICT & Future Planning(MSIP)"
2014,Korea (Rep. of),KOR,2.85476,,"Ministry of Science, ICT & Future Planning(MSIP)"
2015,Korea (Rep. of),KOR,15.4821,,"Ministry of Science, ICT & Future Planning(MSIP)"
2016,Korea (Rep. of),KOR,16.7133,,Ministry of Science and ICT(MSIT)
2017,Korea (Rep. of),KOR,19.9075,,Ministriy of Sceience and ICT(MSIT)
2018,Korea (Rep. of),KOR,21.446,,Ministriy of Sceience and ICT(MSIT)
2019,Korea (Rep. of),KOR,21.3923,,Ministriy of Sceience and ICT(MSIT)
2020,Korea (Rep. of),KOR,31.7967,,Ministriy of Sceience and ICT(MSIT)
2020,Kuwait,KWT,23.4752,,Communication and Information Technology Regulatory Authority
2010,Lithuania,LTU,2.95806,,Eurostat
2011,Lithuania,LTU,4.93121,,Eurostat
2012,Lithuania,LTU,6.46481,,Eurostat
2013,Lithuania,LTU,6.14819,,Eurostat
2014,Lithuania,LTU,5.05008,,Eurostat
2015,Lithuania,LTU,4.80401,,Eurostat
2016,Lithuania,LTU,6.80392,,Statistics Lithuania
2017,Lithuania,LTU,8.62669,,Statistics Lithuania
2019,Lithuania,LTU,10.9036,,Statistics Lithuania
2020,Lithuania,LTU,16.2979,,Statistics Lithuania
2010,Luxembourg,LUX,12.3562,,Eurostat
2011,Luxembourg,LUX,21.7895,,Eurostat
2012,Luxembourg,LUX,23.7054,,Eurostat
2013,Luxembourg,LUX,16.7821,,Eurostat
2014,Luxembourg,LUX,14.9845,,Eurostat
2015,Luxembourg,LUX,16.585,,Eurostat
2016,Luxembourg,LUX,14.4412,,STATEC  (Institut national de la statistique et des études économiques)
2017,Luxembourg,LUX,17.5993,,Statec Luxembourg
2011,Latvia,LVA,11.5292,,Eurostat
2012,Latvia,LVA,5.25892,,Eurostat
2013,Latvia,LVA,6.16404,,Eurostat
2014,Latvia,LVA,4.92246,,Eurostat
2015,Latvia,LVA,7.8992,,Eurostat
2016,Latvia,LVA,6.87578,,Central Statistical Bureau of latvia
2017,Latvia,LVA,9.71419,,Central Statistical Bureau of Latvia
2019,Latvia,LVA,10.2747,,Central Statistical Bureau of Latvia
2020,Latvia,LVA,13.7321,,Central Statistical Bureau of Latvia
