year,country,iso,value,note,source
2018,Afghanistan,AFG,LRIC,,
2019,Afghanistan,AFG,LRIC,,
2020,Afghanistan,AFG,Other,,
2021,Afghanistan,AFG,Other,,
2015,South Africa,ZAF,FDC Hybrid,,
2021,South Africa,ZAF,LRIC+,,
2020,Angola,AGO,LRIC,,
2021,Angola,AGO,Other,,
2015,Albania,ALB,Benchmarking,,
2016,Albania,ALB,Benchmarking,,
2017,Albania,ALB,Benchmarking,,
2018,Albania,ALB,Benchmarking,,
2019,Albania,ALB,Benchmarking,,
2020,Albania,ALB,Benchmarking,,
2021,Albania,ALB,Benchmarking,,
2015,Algeria,DZA,Pure LRIC,,
2016,Algeria,DZA,FDC Historical Cost Accounting,,
2017,Algeria,DZA,FDC Historical Cost Accounting,,
2018,Algeria,DZA,FDC Historical Cost Accounting,,
2021,Algeria,DZA,LRAIC,,
2015,Andorra,AND,Benchmarking,,
2017,Andorra,AND,Benchmarking,,
2018,Andorra,AND,Benchmarking,,
2021,Andorra,AND,Benchmarking,,
2015,Argentina,ARG,None,,
2019,Argentina,ARG,Benchmarking,,
2020,Argentina,ARG,Benchmarking,,
2021,Argentina,ARG,Benchmarking,,
2015,Armenia,ARM,Benchmarking,,
2016,Armenia,ARM,None,,
2017,Armenia,ARM,None,,
2018,Armenia,ARM,None,,
2019,Armenia,ARM,Benchmarking,,
2020,Armenia,ARM,Benchmarking,,
2021,Armenia,ARM,Benchmarking,,
2015,Saudi Arabia,SAU,Benchmarking,,
2016,Saudi Arabia,SAU,Benchmarking,,
2017,Saudi Arabia,SAU,Benchmarking,,
2018,Saudi Arabia,SAU,Benchmarking,,
2019,Saudi Arabia,SAU,Benchmarking,,
2020,Saudi Arabia,SAU,Benchmarking,,
2021,Saudi Arabia,SAU,Benchmarking,,
2015,Australia,AUS,Other,,
2016,Australia,AUS,Other,,
2017,Australia,AUS,Other,,
2018,Australia,AUS,Other,,
2019,Australia,AUS,Other,,
2020,Australia,AUS,Other,,
2021,Australia,AUS,Other,,
2015,Austria,AUT,Pure LRIC,,
2016,Austria,AUT,Pure LRIC,,
2017,Austria,AUT,Pure LRIC,,
2018,Austria,AUT,Pure LRIC,,
2019,Austria,AUT,Pure LRIC,,
2020,Austria,AUT,Pure LRIC,,
2021,Austria,AUT,Pure LRIC,,
2015,Azerbaijan,AZE,Benchmarking,,
2016,Azerbaijan,AZE,Benchmarking,,
2017,Azerbaijan,AZE,Benchmarking,,
2018,Azerbaijan,AZE,Benchmarking,,
2019,Azerbaijan,AZE,Benchmarking,,
2020,Azerbaijan,AZE,Benchmarking,,
2017,Brazil,BRA,FDC Historical Cost Accounting,,
2018,Brazil,BRA,FDC Historical Cost Accounting,,
2019,Brazil,BRA,FDC Historical Cost Accounting,,
2020,Brazil,BRA,FDC Historical Cost Accounting,,
2021,Brazil,BRA,FDC Historical Cost Accounting,,
2015,Bahamas,BHS,Benchmarking,,
2017,Bahamas,BHS,Benchmarking,,
2018,Bahamas,BHS,Benchmarking,,
2019,Bahamas,BHS,Benchmarking,,
2021,Bahamas,BHS,Benchmarking,,
2015,Burundi,BDI,Benchmarking,,
2018,Burundi,BDI,FDC Current Cost Accounting,,
2019,Burundi,BDI,FDC Current Cost Accounting,,
2020,Burundi,BDI,Benchmarking,,
2021,Burundi,BDI,Other,,
2015,Belgium,BEL,Pure LRIC,,
2016,Belgium,BEL,Other,,
2017,Belgium,BEL,Other,,
2019,Belgium,BEL,Pure LRIC,,
2020,Belgium,BEL,Pure LRIC,,
2021,Belgium,BEL,Pure LRIC,,
2015,Benin,BEN,LRIC,,
2016,Benin,BEN,FDC Current Cost Accounting,,
2017,Benin,BEN,FDC Current Cost Accounting,,
2019,Benin,BEN,FDC Current Cost Accounting,,
2020,Benin,BEN,LRIC+,,
2021,Benin,BEN,LRIC+,,
2015,Burkina Faso,BFA,LRIC+,,
2016,Burkina Faso,BFA,Pure LRIC,,
2017,Burkina Faso,BFA,LRIC+,,
2018,Burkina Faso,BFA,LRIC+,,
2019,Burkina Faso,BFA,LRIC+,,
2020,Burkina Faso,BFA,LRIC+,,
2021,Burkina Faso,BFA,FDC Historical Cost Accounting,,
2021,Bahrain,BHR,Pure LRIC,,
2020,Belarus,BLR,Other,,
2021,Belarus,BLR,Other,,
2015,Belize,BLZ,FDC Current Cost Accounting,,
2018,Belize,BLZ,Other,,
2015,Bolivia (Plurinational State of),BOL,LRIC,,
2021,Bolivia (Plurinational State of),BOL,FDC Current Cost Accounting,,
2015,Botswana,BWA,LRIC,,
2016,Botswana,BWA,Pure LRIC,,
2017,Botswana,BWA,LRIC,,
2019,Botswana,BWA,LRIC,,
2020,Botswana,BWA,LRIC+,,
2021,Botswana,BWA,LRIC+,,
2018,Barbados,BRB,LRIC,,
2017,Myanmar,MMR,Other,,
2018,Myanmar,MMR,Other,,
2019,Myanmar,MMR,Other,,
2020,Myanmar,MMR,Other,,
2021,Myanmar,MMR,Other,,
2015,Brunei Darussalam,BRN,Other,,
2016,Brunei Darussalam,BRN,None,,
2017,Brunei Darussalam,BRN,None,,
2019,Brunei Darussalam,BRN,LRIC,,
2020,Brunei Darussalam,BRN,LRIC,,
2021,Brunei Darussalam,BRN,LRIC,,
2015,Bulgaria,BGR,Pure LRIC,,
2016,Bulgaria,BGR,Pure LRIC,,
2017,Bulgaria,BGR,Pure LRIC,,
2018,Bulgaria,BGR,Pure LRIC,,
2019,Bulgaria,BGR,Pure LRIC,,
2020,Bulgaria,BGR,Pure LRIC,,
2021,Bulgaria,BGR,Pure LRIC,,
2015,Canada,CAN,Other,,
2016,Canada,CAN,None,,
2017,Canada,CAN,None,,
2018,Canada,CAN,None,,
2020,Canada,CAN,None,,
2015,Cambodia,KHM,LRIC,,
2016,Cambodia,KHM,None,,
2017,Cambodia,KHM,Benchmarking,,
2018,Cambodia,KHM,Benchmarking,,
2019,Cambodia,KHM,Benchmarking,,
2020,Cambodia,KHM,Benchmarking,,
2021,Cambodia,KHM,Benchmarking,,
2015,Chile,CHL,LRIC,,
2017,Chile,CHL,LRIC,,
2018,Chile,CHL,LRIC,,
2019,Chile,CHL,LRIC,,
2020,Chile,CHL,LRIC,,
2021,Chile,CHL,LRIC,,
2015,China,CHN,FDC Hybrid,,
2016,China,CHN,Benchmarking,,
2017,China,CHN,Benchmarking,,
2021,China,CHN,FDC Current Cost Accounting,,
2016,Colombia,COL,LRIC,,
2017,Colombia,COL,LRIC,,
2017,Sri Lanka,LKA,Benchmarking,,
2020,Sri Lanka,LKA,FDC Historical Cost Accounting,,
2021,Sri Lanka,LKA,FDC Historical Cost Accounting,,
2017,Cameroon,CMR,Benchmarking,,
2018,Cameroon,CMR,Benchmarking,,
2021,Cameroon,CMR,Benchmarking,,
2018,Congo (Rep. of the),COG,LRIC+,,
2019,Congo (Rep. of the),COG,LRIC+,,
2020,Congo (Rep. of the),COG,None,,
2021,Congo (Rep. of the),COG,LRIC+,,
2015,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2017,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2018,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2019,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2020,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2021,Cabo Verde,CPV,FDC Historical Cost Accounting,,
2015,Côte d'Ivoire,CIV,Benchmarking,,
2016,Côte d'Ivoire,CIV,Benchmarking,,
2017,Côte d'Ivoire,CIV,Benchmarking,,
2018,Côte d'Ivoire,CIV,Benchmarking,,
2019,Côte d'Ivoire,CIV,LRAIC,,
2020,Côte d'Ivoire,CIV,Benchmarking,,
2021,Côte d'Ivoire,CIV,Benchmarking,,
2015,Costa Rica,CRI,LRAIC,,
2016,Costa Rica,CRI,LRAIC,,
2017,Costa Rica,CRI,LRAIC,,
2018,Costa Rica,CRI,LRAIC,,
2019,Costa Rica,CRI,LRAIC,,
2020,Costa Rica,CRI,LRAIC,,
2021,Costa Rica,CRI,LRAIC,,
2015,Cyprus,CYP,LRIC,,
2016,Cyprus,CYP,Benchmarking,,
2017,Cyprus,CYP,Benchmarking,,
2018,Cyprus,CYP,Pure LRIC,,
2019,Cyprus,CYP,Pure LRIC,,
2020,Cyprus,CYP,Pure LRIC,,
2021,Cyprus,CYP,Pure LRIC,,
2015,Germany,DEU,LRIC+,,
2016,Germany,DEU,Pure LRIC,,
2017,Germany,DEU,Pure LRIC,,
2018,Germany,DEU,FDC Current Cost Accounting,,
2019,Germany,DEU,FDC Current Cost Accounting,,
2020,Germany,DEU,FDC Current Cost Accounting,,
2021,Germany,DEU,FDC Current Cost Accounting,,
2018,Djibouti,DJI,Benchmarking,,
2017,Dominican Rep.,DOM,LRIC+,,
2018,Dominican Rep.,DOM,LRIC+,,
2019,Dominican Rep.,DOM,LRIC+,,
2020,Dominican Rep.,DOM,LRIC+,,
2021,Dominican Rep.,DOM,LRIC+,,
2016,Spain,ESP,Pure LRIC,,
2020,Egypt,EGY,Benchmarking,,
2021,Egypt,EGY,Benchmarking,,
2018,Ecuador,ECU,LRIC,,
2019,Ecuador,ECU,Pure LRIC,,
2016,Estonia,EST,Benchmarking,,
2017,Estonia,EST,Benchmarking,,
2020,Estonia,EST,FDC Historical Cost Accounting,,
2021,Estonia,EST,FDC Historical Cost Accounting,,
2016,France,FRA,Pure LRIC,,
2017,France,FRA,Pure LRIC,,
2018,France,FRA,Pure LRIC,,
2019,France,FRA,Pure LRIC,,
2020,France,FRA,Pure LRIC,,
2021,Fiji,FJI,FDC Current Cost Accounting,,
2016,Finland,FIN,FDC Current Cost Accounting,,
2017,Finland,FIN,FDC Current Cost Accounting,,
2018,Finland,FIN,FDC Current Cost Accounting,,
2019,Finland,FIN,FDC Current Cost Accounting,,
2018,United Kingdom,GBR,Pure LRIC,,
2021,United Kingdom,GBR,Pure LRIC,,
2015,Gabon,GAB,Other,,
2019,Gabon,GAB,FDC Current Cost Accounting,,
2021,Gabon,GAB,FDC Current Cost Accounting,,
2015,Ghana,GHA,LRIC+,,
2016,Ghana,GHA,Benchmarking,,
2017,Ghana,GHA,Benchmarking,,
2018,Ghana,GHA,Benchmarking,,
2019,Ghana,GHA,Benchmarking,,
2020,Ghana,GHA,Benchmarking,,
2021,Ghana,GHA,Benchmarking,,
2016,Gambia,GMB,Benchmarking,,
2017,Gambia,GMB,Benchmarking,,
2018,Gambia,GMB,Benchmarking,,
2020,Gambia,GMB,Benchmarking,,
2021,Gambia,GMB,Benchmarking,,
2015,Equatorial Guinea,GNQ,None,,
2017,Equatorial Guinea,GNQ,Other,,
2018,Equatorial Guinea,GNQ,Other,,
2015,Greece,GRC,Pure LRIC,,
2016,Greece,GRC,Pure LRIC,,
2017,Greece,GRC,Pure LRIC,,
2018,Greece,GRC,Pure LRIC,,
2019,Greece,GRC,Pure LRIC,,
2020,Greece,GRC,Pure LRIC,,
2021,Greece,GRC,Pure LRIC,,
2018,Grenada,GRD,LRIC,,
2021,Grenada,GRD,LRIC,,
2018,Guatemala,GTM,Other,,
2019,Guatemala,GTM,Other,,
2020,Guatemala,GTM,Other,,
2021,Guatemala,GTM,Other,,
2015,Guinea,GIN,Benchmarking,,
2017,Guinea,GIN,Other,,
2018,Guinea,GIN,Other,,
2018,Guyana,GUY,FDC Historical Cost Accounting,,
2019,Guyana,GUY,FDC Historical Cost Accounting,,
2020,Guyana,GUY,FDC Historical Cost Accounting,,
2021,Guyana,GUY,FDC Historical Cost Accounting,,
2015,"Hong Kong, China",HKG,None,,
2016,"Hong Kong, China",HKG,None,,
2017,"Hong Kong, China",HKG,None,,
2018,"Hong Kong, China",HKG,None,,
2019,"Hong Kong, China",HKG,None,,
2020,"Hong Kong, China",HKG,None,,
2021,"Hong Kong, China",HKG,None,,
2015,Honduras,HND,Benchmarking,,
2016,Honduras,HND,Benchmarking,,
2017,Honduras,HND,Benchmarking,,
2018,Honduras,HND,Benchmarking,,
2019,Honduras,HND,Benchmarking,,
2020,Honduras,HND,Benchmarking,,
2021,Honduras,HND,Benchmarking,,
2016,Hungary,HUN,Pure LRIC,,
2017,Hungary,HUN,Pure LRIC,,
2018,Hungary,HUN,Pure LRIC,,
2019,Hungary,HUN,Pure LRIC,,
2020,Hungary,HUN,Pure LRIC,,
2021,Hungary,HUN,Other,,
2016,Netherlands,NLD,LRIC+,,
2015,Croatia,HRV,Pure LRIC,,
2016,Croatia,HRV,Pure LRIC,,
2017,Croatia,HRV,Pure LRIC,,
2018,Croatia,HRV,Pure LRIC,,
2019,Croatia,HRV,Pure LRIC,,
2020,Croatia,HRV,Pure LRIC,,
2021,Croatia,HRV,Pure LRIC,,
2016,Haiti,HTI,Benchmarking,,
2018,Italy,ITA,Pure LRIC,,
2019,Italy,ITA,Pure LRIC,,
2021,Italy,ITA,Pure LRIC,,
2015,India,IND,FDC Current Cost Accounting,,
2018,India,IND,Other,,
2019,India,IND,Other,,
2020,India,IND,Other,,
2021,India,IND,Other,,
2021,Indonesia,IDN,FDC Current Cost Accounting,,
2016,Ireland,IRL,Pure LRIC,,
2017,Ireland,IRL,Pure LRIC,,
2018,Ireland,IRL,Pure LRIC,,
2019,Ireland,IRL,Pure LRIC,,
2020,Ireland,IRL,Pure LRIC,,
2021,Ireland,IRL,Pure LRIC,,
2016,Iran (Islamic Republic of),IRN,Benchmarking,,
2017,Iran (Islamic Republic of),IRN,Benchmarking,,
2018,Iran (Islamic Republic of),IRN,Benchmarking,,
2019,Iran (Islamic Republic of),IRN,Benchmarking,,
2020,Iran (Islamic Republic of),IRN,Benchmarking,,
2021,Iran (Islamic Republic of),IRN,Benchmarking,,
2019,Iraq,IRQ,LRIC,,
2020,Iraq,IRQ,LRIC,,
2021,Iraq,IRQ,LRIC,,
2015,Iceland,ISL,Benchmarking,,
2016,Iceland,ISL,Benchmarking,,
2017,Iceland,ISL,Benchmarking,,
2018,Iceland,ISL,Benchmarking,,
2019,Iceland,ISL,Benchmarking,,
2020,Iceland,ISL,Benchmarking,,
2021,Iceland,ISL,Benchmarking,,
2017,Israel,ISR,LRAIC,,
2018,Israel,ISR,LRAIC,,
2019,Israel,ISR,LRAIC,,
2020,Israel,ISR,LRAIC,,
2021,Israel,ISR,LRAIC,,
2015,Japan,JPN,LRIC,,
2016,Japan,JPN,LRIC,,
2017,Japan,JPN,FDC Hybrid,,
2018,Japan,JPN,FDC Hybrid,,
2019,Japan,JPN,FDC Hybrid,,
2020,Japan,JPN,FDC Hybrid,,
2021,Japan,JPN,FDC Current Cost Accounting,,
2016,Jamaica,JAM,FDC Current Cost Accounting,,
2018,Jamaica,JAM,Pure LRIC,,
2019,Jamaica,JAM,Pure LRIC,,
2020,Jamaica,JAM,Pure LRIC,,
2021,Jamaica,JAM,Pure LRIC,,
2018,Jordan,JOR,LRIC+,,
2019,Jordan,JOR,LRIC+,,
2021,Jordan,JOR,LRIC+,,
2015,Kenya,KEN,Pure LRIC,,
2019,Kenya,KEN,Pure LRIC,,
2021,Kenya,KEN,Pure LRIC,,
2019,Korea (Rep. of),KOR,LRIC,,
2020,Korea (Rep. of),KOR,LRIC,,
2017,Kuwait,KWT,LRAIC,,
2018,Kuwait,KWT,Other,,
2019,Kuwait,KWT,Other,,
2020,Kuwait,KWT,Other,,
