year,country,iso,value,note,source
2012,Afghanistan,AFG,Yes,,
2019,Afghanistan,AFG,Yes,,
2020,Afghanistan,AFG,Yes,,
2021,Afghanistan,AFG,Yes,,
2013,South Africa,ZAF,Yes,,
2015,South Africa,ZAF,Yes,,
2017,South Africa,ZAF,Yes,,
2021,South Africa,ZAF,Yes,,
2020,Angola,AGO,Yes,,
2021,Angola,AGO,Yes,,
2013,Albania,ALB,No,,
2014,Albania,ALB,Yes,,
2015,Albania,ALB,Yes,,
2016,Albania,ALB,Yes,,
2017,Albania,ALB,Yes,,
2018,Albania,ALB,Yes,,
2019,Albania,ALB,Yes,,
2020,Albania,ALB,Yes,,
2021,Albania,ALB,Yes,,
2012,Algeria,DZA,Yes,,
2013,Algeria,DZA,Yes,,
2014,Algeria,DZA,Yes,,
2015,Algeria,DZA,Yes,l'autorité a publie sur son site web une décision qui impose aux opérateurs d'informer  préalablement les usagers  des tarifs lors d'un roaming ,
2016,Algeria,DZA,Yes,,
2017,Algeria,DZA,Yes,,
2018,Algeria,DZA,Yes,,
2012,Andorra,AND,Yes,,
2013,Andorra,AND,Yes,,
2014,Andorra,AND,Yes,,
2015,Andorra,AND,Yes,,
2018,Andorra,AND,Yes,,
2021,Andorra,AND,Yes,,
2012,Argentina,ARG,Yes,,
2013,Argentina,ARG,Yes,,
2014,Argentina,ARG,Yes,,
2015,Argentina,ARG,Yes,,
2019,Argentina,ARG,Yes,,
2020,Argentina,ARG,Yes,,
2021,Argentina,ARG,Yes,,
2012,Armenia,ARM,Yes,,
2013,Armenia,ARM,Yes,,
2014,Armenia,ARM,Yes,,
2015,Armenia,ARM,Yes,,
2016,Armenia,ARM,Yes,,
2017,Armenia,ARM,Yes,,
2018,Armenia,ARM,Yes,,
2019,Armenia,ARM,Yes,,
2020,Armenia,ARM,Yes,,
2021,Armenia,ARM,Yes,,
2012,Saudi Arabia,SAU,Yes,,
2015,Saudi Arabia,SAU,Yes,,
2016,Saudi Arabia,SAU,Yes,,
2017,Saudi Arabia,SAU,Yes,,
2018,Saudi Arabia,SAU,Yes,,
2019,Saudi Arabia,SAU,Yes,,
2020,Saudi Arabia,SAU,Yes,,
2021,Saudi Arabia,SAU,Yes,,
2012,Antigua and Barbuda,ATG,No,,
2013,Antigua and Barbuda,ATG,No,,
2012,Australia,AUS,Yes,,
2013,Australia,AUS,Yes,,
2014,Australia,AUS,Yes,,
2015,Australia,AUS,Yes,,
2016,Australia,AUS,Yes,,
2017,Australia,AUS,Yes,,
2018,Australia,AUS,Yes,,
2019,Australia,AUS,Yes,,
2020,Australia,AUS,Yes,,
2021,Australia,AUS,Yes,,
2012,Austria,AUT,Yes,,
2013,Austria,AUT,Yes,,
2014,Austria,AUT,Yes,,
2015,Austria,AUT,Yes,,
2016,Austria,AUT,Yes,,
2017,Austria,AUT,Yes,,
2018,Austria,AUT,Yes,,
2019,Austria,AUT,Yes,,
2020,Austria,AUT,Yes,,
2021,Austria,AUT,Yes,,
2012,Azerbaijan,AZE,Yes,,
2013,Azerbaijan,AZE,Yes,,
2014,Azerbaijan,AZE,Yes,,
2015,Azerbaijan,AZE,Yes,,
2016,Azerbaijan,AZE,Yes,,
2017,Azerbaijan,AZE,Yes,,
2018,Azerbaijan,AZE,Yes,,
2019,Azerbaijan,AZE,Yes,,
2020,Azerbaijan,AZE,Yes,,
2012,Brazil,BRA,Yes,,
2013,Brazil,BRA,Yes,,
2014,Brazil,BRA,Yes,,
2015,Brazil,BRA,Yes,,
2017,Brazil,BRA,Yes,"There is no bill shock regulation, the operators  perform actions for liberality",
2018,Brazil,BRA,Yes,"There is no bill shock regulation, the operators perform actions for liberality",
2019,Brazil,BRA,Yes,,
2020,Brazil,BRA,Yes,,
2021,Brazil,BRA,Yes,,
2013,Bahamas,BHS,Yes,,
2021,Bahamas,BHS,Yes,,
2012,Burundi,BDI,No,,
2013,Burundi,BDI,No,,
2014,Burundi,BDI,Yes,,
2015,Burundi,BDI,Yes,,
2018,Burundi,BDI,Yes,,
2019,Burundi,BDI,Yes,,
2020,Burundi,BDI,Yes,,
2021,Burundi,BDI,Yes,,
