year,country,iso,value,note,source
2018,Afghanistan,AFG,No,,
2019,Afghanistan,AFG,No,,
2020,Afghanistan,AFG,No,,
2021,Afghanistan,AFG,No,,
2019,South Africa,ZAF,Yes,,
2021,South Africa,ZAF,Yes,,
2018,Angola,AGO,Yes,,
2020,Angola,AGO,Yes,,
2021,Angola,AGO,No,,
2015,Albania,ALB,Yes,,
2016,Albania,ALB,Yes,,
2017,Albania,ALB,Yes,,
2019,Albania,ALB,Yes,,
2020,Albania,ALB,Yes,,
2021,Albania,ALB,Yes,,
2015,Algeria,DZA,No,,
2016,Algeria,DZA,Yes,,
2018,Algeria,DZA,No,,
2021,Algeria,DZA,No,,
2015,Andorra,AND,Yes,,
2018,Andorra,AND,Yes,,
2021,Andorra,AND,Yes,,
2015,Argentina,ARG,Yes,,
2016,Argentina,ARG,Yes,,
2019,Argentina,ARG,Yes,,
2020,Argentina,ARG,Yes,,
2021,Argentina,ARG,Yes,,
2015,Armenia,ARM,Yes,,
2016,Armenia,ARM,No,,
2017,Armenia,ARM,No,,
2018,Armenia,ARM,Yes,,
2019,Armenia,ARM,Yes,,
2020,Armenia,ARM,Yes,,
2021,Armenia,ARM,Yes,,
2015,Saudi Arabia,SAU,Yes,,
2016,Saudi Arabia,SAU,Yes,,
2017,Saudi Arabia,SAU,Yes,,
2018,Saudi Arabia,SAU,Yes,,
2019,Saudi Arabia,SAU,Yes,,
2020,Saudi Arabia,SAU,Yes,,
2021,Saudi Arabia,SAU,Yes,,
2015,Australia,AUS,Yes,,
2016,Australia,AUS,Yes,,
2017,Australia,AUS,Yes,,
2020,Australia,AUS,Yes,,
2021,Australia,AUS,Yes,,
2021,Austria,AUT,Yes,,
2015,Azerbaijan,AZE,No,,
2016,Azerbaijan,AZE,Yes,,
2017,Azerbaijan,AZE,No,,
2019,Azerbaijan,AZE,Yes,,
2020,Azerbaijan,AZE,Yes,,
2015,Brazil,BRA,Yes,,
2019,Brazil,BRA,Yes,IMR services are included as part of the package only in premium offers.,
2020,Brazil,BRA,Yes,IMR services are included as part of the package only in premium offers.    ,
2021,Brazil,BRA,Yes,IMR services are included as part of the package only in premium offers.    ,
2017,Bahamas,BHS,Yes,,
2018,Bahamas,BHS,Yes,,
2019,Bahamas,BHS,Yes,,
2021,Bahamas,BHS,No,,
2015,Burundi,BDI,No,,
2018,Burundi,BDI,No,,
2019,Burundi,BDI,No,,
2020,Burundi,BDI,No,,
2021,Burundi,BDI,Yes,,
2015,Belgium,BEL,Yes,,
2017,Belgium,BEL,Yes,"Les services d'itinérance font généralement partie du forfait mobile. Toutefois, dans la mesure où la réglementation européenne en matière d'itinérance n'impose pas aux opérateurs d'offrir des services d'itinérance, il se peut toutefois que certains opérateurs choisissent de ne pas offrir ces services. ",
2017,Benin,BEN,No,,
2019,Benin,BEN,Yes,,
2021,Benin,BEN,No,,
2016,Burkina Faso,BFA,No,,
2018,Burkina Faso,BFA,No,,
2020,Burkina Faso,BFA,No,,
2021,Burkina Faso,BFA,No,,
2021,Bahrain,BHR,Yes,,
2018,Belize,BLZ,Yes,,
2016,Bolivia (Plurinational State of),BOL,Yes,,
2018,Bolivia (Plurinational State of),BOL,Yes,,
2020,Bolivia (Plurinational State of),BOL,Yes,,
2021,Bolivia (Plurinational State of),BOL,Yes,,
2015,Botswana,BWA,No,,
2016,Botswana,BWA,Yes,,
2017,Botswana,BWA,Yes,,
2019,Botswana,BWA,Yes,,
2020,Botswana,BWA,Yes,,
2021,Botswana,BWA,Yes,,
2018,Barbados,BRB,No,,
2017,Myanmar,MMR,Yes,,
2018,Myanmar,MMR,Yes,,
2019,Myanmar,MMR,Yes,,
2020,Myanmar,MMR,Yes,,
2021,Myanmar,MMR,Yes,,
2016,Brunei Darussalam,BRN,No,,
2017,Brunei Darussalam,BRN,No,,
2018,Brunei Darussalam,BRN,Yes,,
2019,Brunei Darussalam,BRN,Yes,,
2020,Brunei Darussalam,BRN,Yes,,
2021,Brunei Darussalam,BRN,Yes,,
2015,Bulgaria,BGR,Yes,,
2016,Bulgaria,BGR,Yes,depends on the choosen plan,
2017,Bulgaria,BGR,Yes,depends on the chosen plan,
2018,Bulgaria,BGR,Yes,,
2019,Bulgaria,BGR,Yes,,
2020,Bulgaria,BGR,Yes,,
2021,Bulgaria,BGR,Yes,,
2015,Canada,CAN,No,,
2016,Canada,CAN,No,,
2017,Canada,CAN,No,,
2015,Cambodia,KHM,Yes,,
2017,Cambodia,KHM,Yes,,
2018,Cambodia,KHM,Yes,,
2019,Cambodia,KHM,Yes,,
2020,Cambodia,KHM,Yes,,
2021,Cambodia,KHM,Yes,,
2015,Chile,CHL,Yes,,
2016,Chile,CHL,Yes,,
2017,Chile,CHL,Yes,,
2018,Chile,CHL,Yes,,
2019,Chile,CHL,Yes,,
2020,Chile,CHL,Yes,,
2021,Chile,CHL,Yes,,
2015,China,CHN,Yes,,
2016,China,CHN,Yes,,
2021,China,CHN,Yes,,
2015,Colombia,COL,Yes,,
2016,Colombia,COL,Yes,,
2017,Colombia,COL,Yes,,
2018,Colombia,COL,Yes,,
2019,Colombia,COL,Yes,,
2020,Colombia,COL,Yes,,
2021,Colombia,COL,Yes,,
2016,Sri Lanka,LKA,Yes,,
2020,Sri Lanka,LKA,No,,
2021,Sri Lanka,LKA,No,,
2017,Cameroon,CMR,Yes,,
2021,Cameroon,CMR,No,,
2017,Congo (Rep. of the),COG,Yes,,
2018,Congo (Rep. of the),COG,Yes,,
2019,Congo (Rep. of the),COG,Yes,,
2020,Congo (Rep. of the),COG,Yes,,
2021,Congo (Rep. of the),COG,Yes,,
2017,Cabo Verde,CPV,No,,
2015,Côte d'Ivoire,CIV,Yes,,
2017,Côte d'Ivoire,CIV,Yes,,
2019,Côte d'Ivoire,CIV,Yes,,
2020,Côte d'Ivoire,CIV,Yes,,
2021,Côte d'Ivoire,CIV,Yes,,
2015,Costa Rica,CRI,Yes,,
2016,Costa Rica,CRI,Yes,,
2017,Costa Rica,CRI,Yes,"El usuario tiene la opción de utilizar o no el servicio, incluyendo tráfico entrante y saliente.",
2018,Costa Rica,CRI,Yes,"El usuario tiene la opción de utilizar o no el servicio, incluyendo tráfico entrante y saliente.    ",
2019,Costa Rica,CRI,Yes,"El usuario tiene la opción de utilizar o no el servicio, incluyendo tráfico entrante y saliente.    ",
2020,Costa Rica,CRI,Yes,,
